LECROYWS3054,13845,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,29-Nov-2016 16:22:44,0                 
Time,Ampl
-5.0029e-007,-0.00346667
-4.9979e-007,-0.00313333
-4.9929e-007,-0.00246667
-4.9879e-007,-0.0028
-4.9829e-007,-0.00246667
-4.9779e-007,-0.0018
-4.9729e-007,-0.00246667
-4.9679e-007,-0.0018
-4.9629e-007,-0.0018
-4.9579e-007,-0.0018
-4.9529e-007,-0.0018
-4.9479e-007,-0.00113333
-4.9429e-007,-0.00113333
-4.9379e-007,-0.000466667
-4.9329e-007,-0.000133333
-4.9279e-007,-0.000466667
-4.9229e-007,0.000533333
-4.9179e-007,0.0002
-4.9129e-007,0.000533333
-4.9079e-007,0.000533333
-4.9029e-007,0.000533333
-4.8979e-007,0.000533333
-4.8929e-007,0.000866667
-4.8879e-007,0.000533333
-4.8829e-007,0.0012
-4.8779e-007,0.0012
-4.8729e-007,0.000866667
-4.8679e-007,0.00153333
-4.8629e-007,0.00153333
-4.8579e-007,0.00186667
-4.8529e-007,0.00253333
-4.8479e-007,0.0022
-4.8429e-007,0.00253333
-4.8379e-007,0.00286667
-4.8329e-007,0.0022
-4.8279e-007,0.00253333
-4.8229e-007,0.00286667
-4.8179e-007,0.00286667
-4.8129e-007,0.0032
-4.8079e-007,0.0032
-4.8029e-007,0.0032
-4.7979e-007,0.00386667
-4.7929e-007,0.0042
-4.7879e-007,0.00386667
-4.7829e-007,0.0042
-4.7779e-007,0.00386667
-4.7729e-007,0.00386667
-4.7679e-007,0.00453333
-4.7629e-007,0.00386667
-4.7579e-007,0.00453333
-4.7529e-007,0.00453333
-4.7479e-007,0.00453333
-4.7429e-007,0.00453333
-4.7379e-007,0.00486667
-4.7329e-007,0.00453333
-4.7279e-007,0.0052
-4.7229e-007,0.00486667
-4.7179e-007,0.00486667
-4.7129e-007,0.00553333
-4.7079e-007,0.00486667
-4.7029e-007,0.0052
-4.6979e-007,0.00553333
-4.6929e-007,0.0052
-4.6879e-007,0.00553333
-4.6829e-007,0.00553333
-4.6779e-007,0.00553333
-4.6729e-007,0.00553333
-4.6679e-007,0.00553333
-4.6629e-007,0.0052
-4.6579e-007,0.00586667
-4.6529e-007,0.00553333
-4.6479e-007,0.00586667
-4.6429e-007,0.00586667
-4.6379e-007,0.00586667
-4.6329e-007,0.00586667
-4.6279e-007,0.00586667
-4.6229e-007,0.00553333
-4.6179e-007,0.00586667
-4.6129e-007,0.00553333
-4.6079e-007,0.0052
-4.6029e-007,0.0052
-4.5979e-007,0.00553333
-4.5929e-007,0.0052
-4.5879e-007,0.0052
-4.5829e-007,0.00486667
-4.5779e-007,0.00453333
-4.5729e-007,0.00486667
-4.5679e-007,0.00453333
-4.5629e-007,0.0042
-4.5579e-007,0.00453333
-4.5529e-007,0.00353333
-4.5479e-007,0.00386667
-4.5429e-007,0.00386667
-4.5379e-007,0.0032
-4.5329e-007,0.0032
-4.5279e-007,0.0032
-4.5229e-007,0.00286667
-4.5179e-007,0.0032
-4.5129e-007,0.0032
-4.5079e-007,0.0032
-4.5029e-007,0.0032
-4.4979e-007,0.00253333
-4.4929e-007,0.00253333
-4.4879e-007,0.00253333
-4.4829e-007,0.0022
-4.4779e-007,0.0022
-4.4729e-007,0.0022
-4.4679e-007,0.00186667
-4.4629e-007,0.0022
-4.4579e-007,0.00186667
