LECROYWS3054,13845,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,30-Nov-2016 17:01:28,0                 
Time,Ampl
3.86255e-007,0.295
3.86755e-007,0.281667
3.87255e-007,0.275
3.87755e-007,0.281667
3.88255e-007,0.275
3.88755e-007,0.268333
3.89255e-007,0.255
3.89755e-007,0.241667
3.90255e-007,0.255
3.90755e-007,0.248333
3.91255e-007,0.241667
3.91755e-007,0.255
3.92255e-007,0.261667
3.92755e-007,0.268333
3.93255e-007,0.268333
3.93755e-007,0.275
3.94255e-007,0.295
3.94755e-007,0.295
3.95255e-007,0.288333
3.95755e-007,0.281667
3.96255e-007,0.288333
3.96755e-007,0.281667
3.97255e-007,0.275
3.97755e-007,0.275
3.98255e-007,0.268333
3.98755e-007,0.268333
3.99255e-007,0.255
3.99755e-007,0.235
4.00255e-007,0.248333
4.00755e-007,0.248333
4.01255e-007,0.241667
4.01755e-007,0.248333
4.02255e-007,0.255
4.02755e-007,0.261667
4.03255e-007,0.268333
4.03755e-007,0.275
4.04255e-007,0.288333
4.04755e-007,0.301667
4.05255e-007,0.288333
4.05755e-007,0.288333
4.06255e-007,0.281667
4.06755e-007,0.288333
4.07255e-007,0.275
4.07755e-007,0.275
4.08255e-007,0.275
4.08755e-007,0.275
4.09255e-007,0.268333
4.09755e-007,0.248333
4.10255e-007,0.241667
4.10755e-007,0.255
4.11255e-007,0.248333
4.11755e-007,0.248333
4.12255e-007,0.255
4.12755e-007,0.261667
4.13255e-007,0.268333
4.13755e-007,0.268333
4.14255e-007,0.288333
4.14755e-007,0.301667
4.15255e-007,0.295
4.15755e-007,0.288333
4.16255e-007,0.281667
4.16755e-007,0.288333
4.17255e-007,0.281667
4.17755e-007,0.275
4.18255e-007,0.275
4.18755e-007,0.275
4.19255e-007,0.268333
4.19755e-007,0.248333
4.20255e-007,0.241667
4.20755e-007,0.255
4.21255e-007,0.248333
4.21755e-007,0.248333
4.22255e-007,0.255
4.22755e-007,0.255
4.23255e-007,0.268333
4.23755e-007,0.268333
4.24255e-007,0.281667
4.24755e-007,0.295
4.25255e-007,0.295
4.25755e-007,0.295
4.26255e-007,0.288333
4.26755e-007,0.288333
4.27255e-007,0.288333
4.27755e-007,0.268333
4.28255e-007,0.275
4.28755e-007,0.268333
4.29255e-007,0.268333
4.29755e-007,0.261667
4.30255e-007,0.235
4.30755e-007,0.248333
4.31255e-007,0.255
4.31755e-007,0.248333
4.32255e-007,0.255
4.32755e-007,0.255
4.33255e-007,0.268333
4.33755e-007,0.268333
4.34255e-007,0.275
4.34755e-007,0.295
4.35255e-007,0.295
4.35755e-007,0.295
4.36255e-007,0.295
4.36755e-007,0.281667
4.37255e-007,0.295
4.37755e-007,0.281667
4.38255e-007,0.281667
4.38755e-007,0.275
4.39255e-007,0.275
4.39755e-007,0.275
4.40255e-007,0.248333
4.40755e-007,0.248333
4.41255e-007,0.261667
4.41755e-007,0.248333
4.42255e-007,0.248333
4.42755e-007,0.255
4.43255e-007,0.261667
4.43755e-007,0.268333
4.44255e-007,0.268333
4.44755e-007,0.281667
4.45255e-007,0.295
4.45755e-007,0.301667
4.46255e-007,0.295
4.46755e-007,0.281667
4.47255e-007,0.295
4.47755e-007,0.281667
4.48255e-007,0.275
4.48755e-007,0.281667
4.49255e-007,0.268333
4.49755e-007,0.275
4.50255e-007,0.255
4.50755e-007,0.241667
4.51255e-007,0.255
4.51755e-007,0.248333
4.52255e-007,0.248333
4.52755e-007,0.255
4.53255e-007,0.255
4.53755e-007,0.268333
4.54255e-007,0.268333
4.54755e-007,0.275
4.55255e-007,0.295
4.55755e-007,0.295
4.56255e-007,0.295
4.56755e-007,0.281667
4.57255e-007,0.288333
4.57755e-007,0.281667
4.58255e-007,0.275
4.58755e-007,0.281667
4.59255e-007,0.275
4.59755e-007,0.268333
4.60255e-007,0.261667
4.60755e-007,0.235
4.61255e-007,0.248333
4.61755e-007,0.255
4.62255e-007,0.248333
4.62755e-007,0.255
4.63255e-007,0.261667
4.63755e-007,0.261667
4.64255e-007,0.268333
4.64755e-007,0.275
4.65255e-007,0.288333
4.65755e-007,0.301667
4.66255e-007,0.295
4.66755e-007,0.288333
4.67255e-007,0.281667
4.67755e-007,0.288333
4.68255e-007,0.275
4.68755e-007,0.275
4.69255e-007,0.275
4.69755e-007,0.268333
4.70255e-007,0.268333
4.70755e-007,0.241667
4.71255e-007,0.241667
4.71755e-007,0.248333
4.72255e-007,0.248333
4.72755e-007,0.248333
4.73255e-007,0.248333
4.73755e-007,0.261667
4.74255e-007,0.268333
4.74755e-007,0.261667
4.75255e-007,0.281667
4.75755e-007,0.288333
4.76255e-007,0.295
4.76755e-007,0.288333
4.77255e-007,0.288333
4.77755e-007,0.288333
4.78255e-007,0.281667
4.78755e-007,0.275
4.79255e-007,0.281667
4.79755e-007,0.268333
4.80255e-007,0.268333
4.80755e-007,0.248333
4.81255e-007,0.241667
4.81755e-007,0.248333
4.82255e-007,0.248333
4.82755e-007,0.248333
4.83255e-007,0.255
4.83755e-007,0.255
4.84255e-007,0.268333
4.84755e-007,0.268333
4.85255e-007,0.281667
4.85755e-007,0.288333
4.86255e-007,0.295
4.86755e-007,0.288333
4.87255e-007,0.281667
4.87755e-007,0.288333
4.88255e-007,0.281667
4.88755e-007,0.275
4.89255e-007,0.281667
4.89755e-007,0.268333
4.90255e-007,0.275
4.90755e-007,0.261667
4.91255e-007,0.241667
4.91755e-007,0.248333
4.92255e-007,0.255
4.92755e-007,0.248333
4.93255e-007,0.255
4.93755e-007,0.255
4.94255e-007,0.268333
4.94755e-007,0.261667
4.95255e-007,0.275
4.95755e-007,0.288333
4.96255e-007,0.301667
4.96755e-007,0.301667
4.97255e-007,0.295
4.97755e-007,0.288333
4.98255e-007,0.295
4.98755e-007,0.281667
4.99255e-007,0.281667
4.99755e-007,0.275
5.00255e-007,0.268333
5.00755e-007,0.261667
5.01255e-007,0.248333
5.01755e-007,0.248333
5.02255e-007,0.255
5.02755e-007,0.248333
5.03255e-007,0.248333
5.03755e-007,0.255
5.04255e-007,0.268333
5.04755e-007,0.268333
5.05255e-007,0.275
5.05755e-007,0.281667
5.06255e-007,0.295
5.06755e-007,0.295
5.07255e-007,0.295
5.07755e-007,0.281667
5.08255e-007,0.295
5.08755e-007,0.281667
5.09255e-007,0.275
5.09755e-007,0.275
5.10255e-007,0.275
5.10755e-007,0.268333
5.11255e-007,0.255
5.11755e-007,0.235
5.12255e-007,0.255
5.12755e-007,0.248333
5.13255e-007,0.241667
5.13755e-007,0.248333
5.14255e-007,0.261667
5.14755e-007,0.261667
5.15255e-007,0.268333
5.15755e-007,0.275
5.16255e-007,0.295
5.16755e-007,0.295
5.17255e-007,0.295
5.17755e-007,0.281667
5.18255e-007,0.288333
5.18755e-007,0.281667
5.19255e-007,0.275
5.19755e-007,0.275
5.20255e-007,0.268333
5.20755e-007,0.261667
5.21255e-007,0.261667
5.21755e-007,0.235
5.22255e-007,0.248333
5.22755e-007,0.248333
5.23255e-007,0.241667
5.23755e-007,0.248333
5.24255e-007,0.255
5.24755e-007,0.261667
5.25255e-007,0.261667
5.25755e-007,0.268333
5.26255e-007,0.288333
5.26755e-007,0.295
5.27255e-007,0.288333
5.27755e-007,0.295
5.28255e-007,0.281667
5.28755e-007,0.295
5.29255e-007,0.281667
5.29755e-007,0.275
5.30255e-007,0.281667
5.30755e-007,0.268333
5.31255e-007,0.268333
5.31755e-007,0.248333
5.32255e-007,0.241667
5.32755e-007,0.255
5.33255e-007,0.248333
5.33755e-007,0.248333
5.34255e-007,0.255
5.34755e-007,0.261667
5.35255e-007,0.268333
5.35755e-007,0.268333
5.36255e-007,0.281667
5.36755e-007,0.295
5.37255e-007,0.295
5.37755e-007,0.295
5.38255e-007,0.281667
5.38755e-007,0.295
5.39255e-007,0.281667
5.39755e-007,0.275
5.40255e-007,0.281667
5.40755e-007,0.268333
5.41255e-007,0.275
5.41755e-007,0.255
5.42255e-007,0.241667
5.42755e-007,0.248333
5.43255e-007,0.255
5.43755e-007,0.248333
5.44255e-007,0.255
5.44755e-007,0.255
5.45255e-007,0.268333
5.45755e-007,0.268333
5.46255e-007,0.275
5.46755e-007,0.295
5.47255e-007,0.295
5.47755e-007,0.295
5.48255e-007,0.288333
5.48755e-007,0.288333
5.49255e-007,0.288333
5.49755e-007,0.275
5.50255e-007,0.281667
5.50755e-007,0.275
5.51255e-007,0.268333
5.51755e-007,0.261667
5.52255e-007,0.241667
5.52755e-007,0.248333
5.53255e-007,0.255
5.53755e-007,0.248333
5.54255e-007,0.255
5.54755e-007,0.255
5.55255e-007,0.268333
5.55755e-007,0.261667
5.56255e-007,0.268333
5.56755e-007,0.288333
5.57255e-007,0.301667
5.57755e-007,0.301667
5.58255e-007,0.288333
5.58755e-007,0.288333
5.59255e-007,0.288333
5.59755e-007,0.281667
5.60255e-007,0.275
5.60755e-007,0.275
5.61255e-007,0.275
5.61755e-007,0.261667
5.62255e-007,0.248333
5.62755e-007,0.248333
5.63255e-007,0.255
5.63755e-007,0.248333
5.64255e-007,0.248333
5.64755e-007,0.255
5.65255e-007,0.268333
5.65755e-007,0.268333
5.66255e-007,0.268333
5.66755e-007,0.281667
5.67255e-007,0.295
5.67755e-007,0.295
5.68255e-007,0.295
5.68755e-007,0.281667
5.69255e-007,0.288333
5.69755e-007,0.281667
5.70255e-007,0.275
5.70755e-007,0.281667
5.71255e-007,0.268333
5.71755e-007,0.275
5.72255e-007,0.255
5.72755e-007,0.241667
5.73255e-007,0.255
5.73755e-007,0.248333
5.74255e-007,0.248333
5.74755e-007,0.248333
5.75255e-007,0.255
5.75755e-007,0.268333
5.76255e-007,0.268333
5.76755e-007,0.275
5.77255e-007,0.295
5.77755e-007,0.301667
5.78255e-007,0.295
5.78755e-007,0.288333
5.79255e-007,0.288333
5.79755e-007,0.288333
5.80255e-007,0.281667
5.80755e-007,0.281667
5.81255e-007,0.275
