Freq.	V(vout)
2.98538261891773e+001	(-1.76289259840184e-003dB,-9.69217418135390e-003°)
2.99226463660796e+001	(-1.76221041129791e-003dB,-9.71451752723940e-003°)
2.99916251898742e+001	(-1.76152507530355e-003dB,-9.73691238390939e-003°)
3.00607630262800e+001	(-1.76083657588801e-003dB,-9.75935887009554e-003°)
3.01300602418589e+001	(-1.76014489844723e-003dB,-9.78185710477011e-003°)
3.01995172040178e+001	(-1.75945002831447e-003dB,-9.80440720737074e-003°)
3.02691342810107e+001	(-1.75875195075162e-003dB,-9.82700929743076e-003°)
3.03389118419403e+001	(-1.75805065095791e-003dB,-9.84966349479280e-003°)
3.04088502567604e+001	(-1.75734611404573e-003dB,-9.87236991963261e-003°)
3.04789498962774e+001	(-1.75663832508409e-003dB,-9.89512869244005e-003°)
3.05492111321527e+001	(-1.75592726906005e-003dB,-9.91793993383636e-003°)
3.06196343369044e+001	(-1.75521293089216e-003dB,-9.94080376484146e-003°)
3.06902198839092e+001	(-1.75449529542955e-003dB,-9.96372030668011e-003°)
3.07609681474047e+001	(-1.75377434745000e-003dB,-9.98668968094280e-003°)
3.08318795024911e+001	(-1.75305007166760e-003dB,-1.00097120094022e-002°)
3.09029543251335e+001	(-1.75232245271739e-003dB,-1.00327874142293e-002°)
3.09741929921634e+001	(-1.75159147517655e-003dB,-1.00559160177138e-002°)
3.10455958812811e+001	(-1.75085712352870e-003dB,-1.00790979426038e-002°)
3.11171633710577e+001	(-1.75011938220247e-003dB,-1.01023333118185e-002°)
3.11888958409369e+001	(-1.74937823556578e-003dB,-1.01256222485348e-002°)
3.12607936712371e+001	(-1.74863366787368e-003dB,-1.01489648763871e-002°)
3.13328572431534e+001	(-1.74788566335711e-003dB,-1.01723613190974e-002°)
3.14050869387597e+001	(-1.74713420614191e-003dB,-1.01958117007761e-002°)
3.14774831410107e+001	(-1.74637928028930e-003dB,-1.02193161457906e-002°)
3.15500462337438e+001	(-1.74562086979587e-003dB,-1.02428747787810e-002°)
3.16227766016813e+001	(-1.74485895857144e-003dB,-1.02664877247325e-002°)
3.16956746304324e+001	(-1.74409353045733e-003dB,-1.02901551088525e-002°)
3.17687407064952e+001	(-1.74332456921677e-003dB,-1.03138770567065e-002°)
3.18419752172587e+001	(-1.74255205854643e-003dB,-1.03376536940333e-002°)
3.19153785510051e+001	(-1.74177598206198e-003dB,-1.03614851470289e-002°)
3.19889510969114e+001	(-1.74099632329807e-003dB,-1.03853715420516e-002°)
3.20626932450521e+001	(-1.74021306572186e-003dB,-1.04093130057781e-002°)
3.21366053864006e+001	(-1.73942619272238e-003dB,-1.04333096651876e-002°)
3.22106879128318e+001	(-1.73863568761345e-003dB,-1.04573616476150e-002°)
3.22849412171238e+001	(-1.73784153362401e-003dB,-1.04814690805254e-002°)
3.23593656929602e+001	(-1.73704371391357e-003dB,-1.05056320918612e-002°)
3.24339617349323e+001	(-1.73624221156160e-003dB,-1.05298508096970e-002°)
3.25087297385408e+001	(-1.73543700956848e-003dB,-1.05541253625816e-002°)
3.25836701001983e+001	(-1.73462809085360e-003dB,-1.05784558792309e-002°)
3.26587832172310e+001	(-1.73381543826883e-003dB,-1.06028424886211e-002°)
3.27340694878812e+001	(-1.73299903456959e-003dB,-1.06272853201994e-002°)
3.28095293113093e+001	(-1.73217886244093e-003dB,-1.06517845035855e-002°)
3.28851630875957e+001	(-1.73135490449941e-003dB,-1.06763401686616e-002°)
3.29609712177431e+001	(-1.73052714326226e-003dB,-1.07009524456744e-002°)
3.30369541036788e+001	(-1.72969556116956e-003dB,-1.07256214651907e-002°)
3.31131121482565e+001	(-1.72886014058906e-003dB,-1.07503473581017e-002°)
3.31894457552584e+001	(-1.72802086380365e-003dB,-1.07751302554582e-002°)
3.32659553293978e+001	(-1.72717771301232e-003dB,-1.07999702887671e-002°)
3.33426412763208e+001	(-1.72633067032725e-003dB,-1.08248675897712e-002°)
3.34195040026087e+001	(-1.72547971778736e-003dB,-1.08498222905282e-002°)
3.34965439157801e+001	(-1.72462483734859e-003dB,-1.08748345233540e-002°)
3.35737614242928e+001	(-1.72376601087338e-003dB,-1.08999044209252e-002°)
3.36511569375464e+001	(-1.72290322015277e-003dB,-1.09250321162430e-002°)
3.37287308658842e+001	(-1.72203644688138e-003dB,-1.09502177425754e-002°)
3.38064836205954e+001	(-1.72116567267958e-003dB,-1.09754614334986e-002°)
3.38844156139175e+001	(-1.72029087907997e-003dB,-1.10007633229349e-002°)
3.39625272590381e+001	(-1.71941204753028e-003dB,-1.10261235450318e-002°)
3.40408189700973e+001	(-1.71852915938665e-003dB,-1.10515422343176e-002°)
3.41192911621901e+001	(-1.71764219592997e-003dB,-1.10770195256157e-002°)
3.41979442513681e+001	(-1.71675113833699e-003dB,-1.11025555541051e-002°)
3.42767786546423e+001	(-1.71585596772661e-003dB,-1.11281504551337e-002°)
3.43557947899847e+001	(-1.71495666509716e-003dB,-1.11538043645920e-002°)
3.44349930763311e+001	(-1.71405321138045e-003dB,-1.11795174184138e-002°)
3.45143739335828e+001	(-1.71314558742052e-003dB,-1.12052897530675e-002°)
3.45939377826094e+001	(-1.71223377396498e-003dB,-1.12311215051984e-002°)
3.46736850452504e+001	(-1.71131775166693e-003dB,-1.12570128118770e-002°)
3.47536161443178e+001	(-1.71039750110907e-003dB,-1.12829638104029e-002°)
3.48337315035984e+001	(-1.70947300276898e-003dB,-1.13089746383741e-002°)
3.49140315478558e+001	(-1.70854423703940e-003dB,-1.13350454338568e-002°)
3.49945167028329e+001	(-1.70761118422046e-003dB,-1.13611763350933e-002°)
3.50751873952540e+001	(-1.70667382452937e-003dB,-1.13873674806088e-002°)
3.51560440528270e+001	(-1.70573213807630e-003dB,-1.14136190094515e-002°)
3.52370871042459e+001	(-1.70478610489233e-003dB,-1.14399310608069e-002°)
3.53183169791928e+001	(-1.70383570491886e-003dB,-1.14663037741919e-002°)
3.53997341083406e+001	(-1.70288091799026e-003dB,-1.14927372895750e-002°)
3.54813389233547e+001	(-1.70192172386084e-003dB,-1.15192317471172e-002°)
3.55631318568956e+001	(-1.70095810218173e-003dB,-1.15457872873468e-002°)
3.56451133426215e+001	(-1.69999003252788e-003dB,-1.15724040511456e-002°)
3.57272838151900e+001	(-1.69901749435273e-003dB,-1.15990821796716e-002°)
3.58096437102607e+001	(-1.69804046703738e-003dB,-1.16258218144412e-002°)
3.58921934644976e+001	(-1.69705892985977e-003dB,-1.16526230973280e-002°)
3.59749335155713e+001	(-1.69607286199946e-003dB,-1.16794861704162e-002°)
3.60578643021613e+001	(-1.69508224254536e-003dB,-1.17064111762108e-002°)
3.61409862639584e+001	(-1.69408705048706e-003dB,-1.17333982575964e-002°)
3.62242998416669e+001	(-1.69308726471288e-003dB,-1.17604475576634e-002°)
3.63078054770072e+001	(-1.69208286402244e-003dB,-1.17875592199389e-002°)
3.63915036127177e+001	(-1.69107382710734e-003dB,-1.18147333881462e-002°)
3.64753946925578e+001	(-1.69006013257817e-003dB,-1.18419702064892e-002°)
3.65594791613095e+001	(-1.68904175892982e-003dB,-1.18692698194309e-002°)
3.66437574647803e+001	(-1.68801868455879e-003dB,-1.18966323717607e-002°)
3.67282300498055e+001	(-1.68699088776902e-003dB,-1.19240580086526e-002°)
3.68128973642501e+001	(-1.68595834676319e-003dB,-1.19515468755497e-002°)
3.68977598570120e+001	(-1.68492103964177e-003dB,-1.19790991182781e-002°)
3.69828179780236e+001	(-1.68387894440491e-003dB,-1.20067148829898e-002°)
3.70680721782546e+001	(-1.68283203894575e-003dB,-1.20343943161778e-002°)
3.71535229097142e+001	(-1.68178030106966e-003dB,-1.20621375645990e-002°)
3.72391706254538e+001	(-1.68072370845665e-003dB,-1.20899447754992e-002°)
3.73250157795690e+001	(-1.67966223870861e-003dB,-1.21178160963769e-002°)
3.74110588272023e+001	(-1.67859586930883e-003dB,-1.21457516750092e-002°)
3.74973002245453e+001	(-1.67752457763741e-003dB,-1.21737516596477e-002°)
3.75837404288413e+001	(-1.67644834097320e-003dB,-1.22018161987752e-002°)
3.76703798983878e+001	(-1.67536713649764e-003dB,-1.22299454412674e-002°)
3.77572190925385e+001	(-1.67428094127163e-003dB,-1.22581395363257e-002°)
3.78442584717062e+001	(-1.67318973225966e-003dB,-1.22863986335704e-002°)
3.79314984973651e+001	(-1.67209348631722e-003dB,-1.23147228828094e-002°)
3.80189396320530e+001	(-1.67099218019375e-003dB,-1.23431124343796e-002°)
3.81065823393742e+001	(-1.66988579053548e-003dB,-1.23715674387521e-002°)
3.81944270840015e+001	(-1.66877429386813e-003dB,-1.24000880469907e-002°)
3.82824743316791e+001	(-1.66765766662288e-003dB,-1.24286744103515e-002°)
3.83707245492247e+001	(-1.66653588511812e-003dB,-1.24573266804182e-002°)
3.84591782045322e+001	(-1.66540892555361e-003dB,-1.24860450092776e-002°)
3.85478357665740e+001	(-1.66427676404039e-003dB,-1.25148295491812e-002°)
3.86366977054037e+001	(-1.66313937655546e-003dB,-1.25436804528498e-002°)
3.87257644921585e+001	(-1.66199673897554e-003dB,-1.25725978733346e-002°)
3.88150365990616e+001	(-1.66084882707513e-003dB,-1.26015819640176e-002°)
3.89045144994248e+001	(-1.65969561650143e-003dB,-1.26306328786535e-002°)
3.89941986676511e+001	(-1.65853708279171e-003dB,-1.26597507713901e-002°)
3.90840895792369e+001	(-1.65737320137718e-003dB,-1.26889357966758e-002°)
3.91741877107750e+001	(-1.65620394757428e-003dB,-1.27181881092609e-002°)
3.92644935399567e+001	(-1.65502929658471e-003dB,-1.27475078643399e-002°)
3.93550075455745e+001	(-1.65384922348960e-003dB,-1.27768952175211e-002°)
3.94457302075245e+001	(-1.65266370326695e-003dB,-1.28063503246374e-002°)
3.95366620068095e+001	(-1.65147271076936e-003dB,-1.28358733418785e-002°)
3.96278034255406e+001	(-1.65027622073082e-003dB,-1.28654644260021e-002°)
3.97191549469407e+001	(-1.64907420778313e-003dB,-1.28951237338978e-002°)
3.98107170553464e+001	(-1.64786664642595e-003dB,-1.29248514229294e-002°)
3.99024902362108e+001	(-1.64665351105000e-003dB,-1.29546476507679e-002°)
3.99944749761064e+001	(-1.64543477592738e-003dB,-1.29845125754771e-002°)
4.00866717627269e+001	(-1.64421041520577e-003dB,-1.30144463555126e-002°)
4.01790810848906e+001	(-1.64298040291717e-003dB,-1.30444491496481e-002°)
4.02717034325425e+001	(-1.64174471297882e-003dB,-1.30745211170214e-002°)
4.03645392967571e+001	(-1.64050331917198e-003dB,-1.31046624172687e-002°)
4.04575891697408e+001	(-1.63925619517763e-003dB,-1.31348732101172e-002°)
4.05508535448350e+001	(-1.63800331453982e-003dB,-1.31651536559794e-002°)
4.06443329165178e+001	(-1.63674465068205e-003dB,-1.31955039154224e-002°)
4.07380277804078e+001	(-1.63548017691696e-003dB,-1.32259241494318e-002°)
4.08319386332658e+001	(-1.63420986641829e-003dB,-1.32564145194095e-002°)
4.09260659729976e+001	(-1.63293369224410e-003dB,-1.32869751871840e-002°)
4.10204102986572e+001	(-1.63165162733381e-003dB,-1.33176063147545e-002°)
4.11149721104487e+001	(-1.63036364448704e-003dB,-1.33483080646607e-002°)
4.12097519097295e+001	(-1.62906971639250e-003dB,-1.33790805998067e-002°)
4.13047501990126e+001	(-1.62776981560007e-003dB,-1.34099240833992e-002°)
4.13999674819695e+001	(-1.62646391454485e-003dB,-1.34408386790875e-002°)
4.14954042634328e+001	(-1.62515198552406e-003dB,-1.34718245508969e-002°)
4.15910610493987e+001	(-1.62383400071920e-003dB,-1.35028818631468e-002°)
4.16869383470300e+001	(-1.62250993217099e-003dB,-1.35340107806714e-002°)
4.17830366646586e+001	(-1.62117975179286e-003dB,-1.35652114685531e-002°)
4.18793565117883e+001	(-1.61984343137771e-003dB,-1.35964840923644e-002°)
4.19758983990972e+001	(-1.61850094258247e-003dB,-1.36278288179477e-002°)
4.20726628384408e+001	(-1.61715225693100e-003dB,-1.36592458116579e-002°)
4.21696503428546e+001	(-1.61579734581409e-003dB,-1.36907352401249e-002°)
4.22668614265567e+001	(-1.61443618050394e-003dB,-1.37222972704238e-002°)
4.23642966049505e+001	(-1.61306873212711e-003dB,-1.37539320699703e-002°)
4.24619563946276e+001	(-1.61169497167326e-003dB,-1.37856398066042e-002°)
4.25598413133707e+001	(-1.61031487001730e-003dB,-1.38174206485834e-002°)
4.26579518801556e+001	(-1.60892839787790e-003dB,-1.38492747644521e-002°)
4.27562886151549e+001	(-1.60753552584842e-003dB,-1.38812023232375e-002°)
4.28548520397403e+001	(-1.60613622439007e-003dB,-1.39132034943489e-002°)
4.29536426764850e+001	(-1.60473046382813e-003dB,-1.39452784474851e-002°)
4.30526610491674e+001	(-1.60331821433357e-003dB,-1.39774273528750e-002°)
4.31519076827728e+001	(-1.60189944596554e-003dB,-1.40096503810207e-002°)
4.32513831034971e+001	(-1.60047412862791e-003dB,-1.40419477029220e-002°)
4.33510878387492e+001	(-1.59904223208570e-003dB,-1.40743194899589e-002°)
4.34510224171534e+001	(-1.59760372597282e-003dB,-1.41067659138010e-002°)
4.35511873685531e+001	(-1.59615857978044e-003dB,-1.41392871466496e-002°)
4.36515832240128e+001	(-1.59470676285026e-003dB,-1.41718833610083e-002°)
4.37522105158214e+001	(-1.59324824439577e-003dB,-1.42045547298000e-002°)
4.38530697774948e+001	(-1.59178299347616e-003dB,-1.42373014264031e-002°)
4.39541615437787e+001	(-1.59031097902525e-003dB,-1.42701236244592e-002°)
4.40554863506515e+001	(-1.58883216980525e-003dB,-1.43030214982372e-002°)
4.41570447353274e+001	(-1.58734653446361e-003dB,-1.43359952221738e-002°)
4.42588372362588e+001	(-1.58585404148288e-003dB,-1.43690449712793e-002°)
4.43608643931394e+001	(-1.58435465920776e-003dB,-1.44021709208954e-002°)
4.44631267469070e+001	(-1.58284835584116e-003dB,-1.44353732466694e-002°)
4.45656248397465e+001	(-1.58133509943078e-003dB,-1.44686521248959e-002°)
4.46683592150924e+001	(-1.57981485788063e-003dB,-1.45020077320332e-002°)
4.47713304176324e+001	(-1.57828759894912e-003dB,-1.45354402450857e-002°)
4.48745389933093e+001	(-1.57675329023171e-003dB,-1.45689498414822e-002°)
4.49779854893249e+001	(-1.57521189920428e-003dB,-1.46025366989064e-002°)
4.50816704541421e+001	(-1.57366339315567e-003dB,-1.46362009956823e-002°)
4.51855944374883e+001	(-1.57210773925416e-003dB,-1.46699429103225e-002°)
4.52897579903581e+001	(-1.57054490450509e-003dB,-1.47037626218478e-002°)
4.53941616650164e+001	(-1.56897485575279e-003dB,-1.47376603097639e-002°)
4.54988060150009e+001	(-1.56739755969594e-003dB,-1.47716361538943e-002°)
4.56036915951256e+001	(-1.56581298288575e-003dB,-1.48056903344739e-002°)
4.57088189614835e+001	(-1.56422109170850e-003dB,-1.48398230322217e-002°)
4.58141886714494e+001	(-1.56262185240298e-003dB,-1.48740344282173e-002°)
4.59198012836829e+001	(-1.56101523104595e-003dB,-1.49083247039788e-002°)
4.60256573581316e+001	(-1.55940119356282e-003dB,-1.49426940414486e-002°)
4.61317574560339e+001	(-1.55777970572373e-003dB,-1.49771426229586e-002°)
4.62381021399220e+001	(-1.55615073313204e-003dB,-1.50116706313512e-002°)
4.63446919736248e+001	(-1.55451424123488e-003dB,-1.50462782497575e-002°)
4.64515275222709e+001	(-1.55287019532319e-003dB,-1.50809656617863e-002°)
4.65586093522918e+001	(-1.55121856052783e-003dB,-1.51157330515776e-002°)
4.66659380314248e+001	(-1.54955930181866e-003dB,-1.51505806034905e-002°)
4.67735141287157e+001	(-1.54789238399969e-003dB,-1.51855085025160e-002°)
4.68813382145224e+001	(-1.54621777171388e-003dB,-1.52205169339212e-002°)
4.69894108605174e+001	(-1.54453542944801e-003dB,-1.52556060834846e-002°)
4.70977326396912e+001	(-1.54284532151048e-003dB,-1.52907761373827e-002°)
4.72063041263549e+001	(-1.54114741206119e-003dB,-1.53260272822173e-002°)
4.73151258961439e+001	(-1.53944166508264e-003dB,-1.53613597050273e-002°)
4.74241985260203e+001	(-1.53772804439532e-003dB,-1.53967735933385e-002°)
4.75335225942763e+001	(-1.53600651365583e-003dB,-1.54322691349997e-002°)
4.76430986805374e+001	(-1.53427703634911e-003dB,-1.54678465183699e-002°)
4.77529273657649e+001	(-1.53253957579333e-003dB,-1.55035059322086e-002°)
4.78630092322596e+001	(-1.53079409513114e-003dB,-1.55392475657369e-002°)
4.79733448636647e+001	(-1.52904055734420e-003dB,-1.55750716086205e-002°)
4.80839348449686e+001	(-1.52727892524058e-003dB,-1.56109782509212e-002°)
4.81947797625085e+001	(-1.52550916144999e-003dB,-1.56469676832058e-002°)
4.83058802039730e+001	(-1.52373122843823e-003dB,-1.56830400963963e-002°)
4.84172367584057e+001	(-1.52194508849369e-003dB,-1.57191956819200e-002°)
4.85288500162078e+001	(-1.52015070373505e-003dB,-1.57554346316241e-002°)
4.86407205691419e+001	(-1.51834803609779e-003dB,-1.57917571377960e-002°)
4.87528490103343e+001	(-1.51653704735060e-003dB,-1.58281633931417e-002°)
4.88652359342790e+001	(-1.51471769907608e-003dB,-1.58646535909242e-002°)
4.89778819368403e+001	(-1.51288995269000e-003dB,-1.59012279246706e-002°)
4.90907876152560e+001	(-1.51105376942497e-003dB,-1.59378865885055e-002°)
4.92039535681407e+001	(-1.50920911032845e-003dB,-1.59746297769739e-002°)
4.93173803954892e+001	(-1.50735593628111e-003dB,-1.60114576850489e-002°)
4.94310686986791e+001	(-1.50549420797366e-003dB,-1.60483705080722e-002°)
4.95450190804746e+001	(-1.50362388591364e-003dB,-1.60853684420218e-002°)
4.96592321450292e+001	(-1.50174493043695e-003dB,-1.61224516831250e-002°)
4.97737084978892e+001	(-1.49985730168666e-003dB,-1.61596204282164e-002°)
4.98884487459968e+001	(-1.49796095962456e-003dB,-1.61968748745265e-002°)
5.00034534976934e+001	(-1.49605586402830e-003dB,-1.62342152197790e-002°)
5.01187233627228e+001	(-1.49414197449234e-003dB,-1.62716416620460e-002°)
5.02342589522342e+001	(-1.49221925041635e-003dB,-1.63091543999552e-002°)
5.03500608787860e+001	(-1.49028765102167e-003dB,-1.63467536326122e-002°)
5.04661297563483e+001	(-1.48834713533870e-003dB,-1.63844395595221e-002°)
5.05824662003069e+001	(-1.48639766220501e-003dB,-1.64222123806082e-002°)
5.06990708274659e+001	(-1.48443919027212e-003dB,-1.64600722963781e-002°)
5.08159442560515e+001	(-1.48247167800156e-003dB,-1.64980195077236e-002°)
5.09330871057150e+001	(-1.48049508365435e-003dB,-1.65360542160250e-002°)
5.10504999975361e+001	(-1.47850936531410e-003dB,-1.65741766230889e-002°)
5.11681835540262e+001	(-1.47651448085229e-003dB,-1.66123869312556e-002°)
5.12861383991319e+001	(-1.47451038796784e-003dB,-1.66506853432790e-002°)
5.14043651582380e+001	(-1.47249704414173e-003dB,-1.66890720623801e-002°)
5.15228644581710e+001	(-1.47047440667180e-003dB,-1.67275472923005e-002°)
5.16416369272025e+001	(-1.46844243265918e-003dB,-1.67661112372261e-002°)
5.17606831950521e+001	(-1.46640107900445e-003dB,-1.68047641017449e-002°)
5.18800038928915e+001	(-1.46435030240284e-003dB,-1.68435060910630e-002°)
5.19995996533469e+001	(-1.46229005936253e-003dB,-1.68823374107185e-002°)
5.21194711105034e+001	(-1.46022030618055e-003dB,-1.69212582667866e-002°)
5.22396188999073e+001	(-1.45814099895340e-003dB,-1.69602688658514e-002°)
5.23600436585703e+001	(-1.45605209358280e-003dB,-1.69993694149155e-002°)
5.24807460249725e+001	(-1.45395354575743e-003dB,-1.70385601214433e-002°)
5.26017266390659e+001	(-1.45184531096155e-003dB,-1.70778411935010e-002°)
5.27229861422775e+001	(-1.44972734448177e-003dB,-1.71172128395293e-002°)
5.28445251775133e+001	(-1.44759960139742e-003dB,-1.71566752684189e-002°)
5.29663443891610e+001	(-1.44546203657090e-003dB,-1.71962286896502e-002°)
5.30884444230940e+001	(-1.44331460466311e-003dB,-1.72358733130833e-002°)
5.32108259266746e+001	(-1.44115726012573e-003dB,-1.72756093491952e-002°)
5.33334895487573e+001	(-1.43898995720123e-003dB,-1.73154370087719e-002°)
5.34564359396923e+001	(-1.43681264991610e-003dB,-1.73553565032838e-002°)
5.35796657513293e+001	(-1.43462529208667e-003dB,-1.73953680445203e-002°)
5.37031796370204e+001	(-1.43242783731813e-003dB,-1.74354718448709e-002°)
5.38269782516240e+001	(-1.43022023899872e-003dB,-1.74756681171233e-002°)
5.39510622515079e+001	(-1.42800245030847e-003dB,-1.75159570746229e-002°)
5.40754322945532e+001	(-1.42577442419983e-003dB,-1.75563389312388e-002°)
5.42000890401575e+001	(-1.42353611341415e-003dB,-1.75968139012417e-002°)
5.43250331492384e+001	(-1.42128747047585e-003dB,-1.76373821994567e-002°)
5.44502652842372e+001	(-1.41902844768275e-003dB,-1.76780440412127e-002°)
5.45757861091221e+001	(-1.41675899713027e-003dB,-1.77187996422405e-002°)
5.47015962893922e+001	(-1.41447907066695e-003dB,-1.77596492189712e-002°)
5.48276964920804e+001	(-1.41218861994278e-003dB,-1.78005929880928e-002°)
5.49540873857574e+001	(-1.40988759636958e-003dB,-1.78416311669779e-002°)
5.50807696405353e+001	(-1.40757595114132e-003dB,-1.78827639733726e-002°)
5.52077439280707e+001	(-1.40525363522537e-003dB,-1.79239916256555e-002°)
5.53350109215686e+001	(-1.40292059936258e-003dB,-1.79653143426245e-002°)
5.54625712957860e+001	(-1.40057679406333e-003dB,-1.80067323435811e-002°)
5.55904257270353e+001	(-1.39822216961341e-003dB,-1.80482458483455e-002°)
5.57185748931879e+001	(-1.39585667606915e-003dB,-1.80898550772837e-002°)
5.58470194736780e+001	(-1.39348026325548e-003dB,-1.81315602512236e-002°)
5.59757601495059e+001	(-1.39109288076501e-003dB,-1.81733615915239e-002°)
5.61047976032419e+001	(-1.38869447795510e-003dB,-1.82152593200539e-002°)
5.62341325190298e+001	(-1.38628500395269e-003dB,-1.82572536591962e-002°)
5.63637655825903e+001	(-1.38386440765433e-003dB,-1.82993448318210e-002°)
5.64936974812251e+001	(-1.38143263771649e-003dB,-1.83415330613489e-002°)
5.66239289038201e+001	(-1.37898964255078e-003dB,-1.83838185716932e-002°)
5.67544605408495e+001	(-1.37653537033454e-003dB,-1.84262015873584e-002°)
5.68852930843789e+001	(-1.37406976902143e-003dB,-1.84686823332256e-002°)
5.70164272280695e+001	(-1.37159278630388e-003dB,-1.85112610348155e-002°)
5.71478636671814e+001	(-1.36910436964098e-003dB,-1.85539379181334e-002°)
5.72796030985776e+001	(-1.36660446625373e-003dB,-1.85967132096817e-002°)
5.74116462207274e+001	(-1.36409302311438e-003dB,-1.86395871365054e-002°)
5.75439937337104e+001	(-1.36156998694454e-003dB,-1.86825599262082e-002°)
5.76766463392197e+001	(-1.35903530423636e-003dB,-1.87256318068507e-002°)
5.78096047405665e+001	(-1.35648892121690e-003dB,-1.87688030070989e-002°)
5.79428696426827e+001	(-1.35393078387988e-003dB,-1.88120737560568e-002°)
5.80764417521258e+001	(-1.35136083795588e-003dB,-1.88554442834670e-002°)
5.82103217770817e+001	(-1.34877902893636e-003dB,-1.88989148195119e-002°)
5.83445104273691e+001	(-1.34618530205927e-003dB,-1.89424855948959e-002°)
5.84790084144426e+001	(-1.34357960229934e-003dB,-1.89861568409920e-002°)
5.86138164513974e+001	(-1.34096187439129e-003dB,-1.90299287895345e-002°)
5.87489352529722e+001	(-1.33833206280374e-003dB,-1.90738016729395e-002°)
5.88843655355534e+001	(-1.33569011176336e-003dB,-1.91177757240057e-002°)
5.90201080171789e+001	(-1.33303596521818e-003dB,-1.91618511762442e-002°)
5.91561634175419e+001	(-1.33036956687045e-003dB,-1.92060282636016e-002°)
5.92925324579945e+001	(-1.32769086016595e-003dB,-1.92503072205456e-002°)
5.94292158615517e+001	(-1.32499978828150e-003dB,-1.92946882821414e-002°)
5.95662143528955e+001	(-1.32229629413657e-003dB,-1.93391716840140e-002°)
5.97035286583781e+001	(-1.31958032038064e-003dB,-1.93837576622586e-002°)
5.98411595060264e+001	(-1.31685180940873e-003dB,-1.94284464535656e-002°)
5.99791076255454e+001	(-1.31411070333823e-003dB,-1.94732382951679e-002°)
6.01173737483222e+001	(-1.31135694402428e-003dB,-1.95181334248532e-002°)
6.02559586074302e+001	(-1.30859047306274e-003dB,-1.95631320809293e-002°)
6.03948629376324e+001	(-1.30581123175639e-003dB,-1.96082345022948e-002°)
6.05340874753857e+001	(-1.30301916116605e-003dB,-1.96534409283684e-002°)
6.06736329588449e+001	(-1.30021420205756e-003dB,-1.96987515991283e-002°)
6.08135001278661e+001	(-1.29739629493744e-003dB,-1.97441667551186e-002°)
6.09536897240112e+001	(-1.29456538002591e-003dB,-1.97896866374527e-002°)
6.10942024905515e+001	(-1.29172139727903e-003dB,-1.98353114877345e-002°)
6.12350391724716e+001	(-1.28886428636852e-003dB,-1.98810415482256e-002°)
6.13762005164737e+001	(-1.28599398668651e-003dB,-1.99268770616509e-002°)
6.15176872709811e+001	(-1.28311043735138e-003dB,-1.99728182713887e-002°)
6.16595001861425e+001	(-1.28021357719133e-003dB,-2.00188654213006e-002°)
6.18016400138358e+001	(-1.27730334476081e-003dB,-2.00650187558442e-002°)
6.19441075076723e+001	(-1.27437967832313e-003dB,-2.01112785200839e-002°)
6.20869034230005e+001	(-1.27144251586785e-003dB,-2.01576449595714e-002°)
6.22300285169101e+001	(-1.26849179508761e-003dB,-2.02041183204552e-002°)
6.23734835482361e+001	(-1.26552745339261e-003dB,-2.02506988494775e-002°)
6.25172692775627e+001	(-1.26254942789518e-003dB,-2.02973867939710e-002°)
6.26613864672277e+001	(-1.25955765543390e-003dB,-2.03441824017374e-002°)
6.28058358813259e+001	(-1.25655207253982e-003dB,-2.03910859212689e-002°)
6.29506182857138e+001	(-1.25353261545578e-003dB,-2.04380976015942e-002°)
6.30957344480134e+001	(-1.25049922014218e-003dB,-2.04852176922266e-002°)
6.32411851376160e+001	(-1.24745182224035e-003dB,-2.05324464434315e-002°)
6.33869711256867e+001	(-1.24439035711497e-003dB,-2.05797841059085e-002°)
6.35330931851684e+001	(-1.24131475982224e-003dB,-2.06272309309666e-002°)
6.36795520907856e+001	(-1.23822496512534e-003dB,-2.06747871705606e-002°)
6.38263486190489e+001	(-1.23512090747511e-003dB,-2.07224530771692e-002°)
6.39734835482588e+001	(-1.23200252103130e-003dB,-2.07702289038462e-002°)
6.41209576585101e+001	(-1.22886973963844e-003dB,-2.08181149042894e-002°)
6.42687717316959e+001	(-1.22572249685285e-003dB,-2.08661113327180e-002°)
6.44169265515117e+001	(-1.22256072590406e-003dB,-2.09142184439581e-002°)
6.45654229034595e+001	(-1.21938435972762e-003dB,-2.09624364934722e-002°)
6.47142615748522e+001	(-1.21619333094483e-003dB,-2.10107657372322e-002°)
6.48634433548177e+001	(-1.21298757185986e-003dB,-2.10592064318836e-002°)
6.50129690343029e+001	(-1.20976701447132e-003dB,-2.11077588346287e-002°)
6.51628394060781e+001	(-1.20653159046453e-003dB,-2.11564232032246e-002°)
6.53130552647411e+001	(-1.20328123120964e-003dB,-2.12051997960896e-002°)
6.54636174067213e+001	(-1.20001586775193e-003dB,-2.12540888722207e-002°)
6.56145266302843e+001	(-1.19673543082631e-003dB,-2.13030906912021e-002°)
6.57657837355358e+001	(-1.19343985084769e-003dB,-2.13522055132136e-002°)
6.59173895244259e+001	(-1.19012905790225e-003dB,-2.14014335990538e-002°)
6.60693448007533e+001	(-1.18680298176294e-003dB,-2.14507752100989e-002°)
6.62216503701699e+001	(-1.18346155187304e-003dB,-2.15002306083871e-002°)
6.63743070401845e+001	(-1.18010469734714e-003dB,-2.15498000565073e-002°)
6.65273156201678e+001	(-1.17673234697982e-003dB,-2.15994838176492e-002°)
