Freq.	V(vout)
1.20503594037179e+006	(4.94922666048423e-002dB,-1.19787551728060e+001°)
1.20781383510677e+006	(4.97278665770621e-002dB,-1.20066323830742e+001°)
1.21059813355048e+006	(4.99645162981783e-002dB,-1.20345756678465e+001°)
1.21338885046497e+006	(5.02022202635779e-002dB,-1.20625851918231e+001°)
1.21618600064636e+006	(5.04409829861516e-002dB,-1.20906611201676e+001°)
1.21898959892486e+006	(5.06808089962969e-002dB,-1.21188036185087e+001°)
1.22179966016487e+006	(5.09217028420904e-002dB,-1.21470128529420e+001°)
1.22461619926504e+006	(5.11636690891859e-002dB,-1.21752889900315e+001°)
1.22743923115840e+006	(5.14067123209901e-002dB,-1.22036321968109e+001°)
1.23026877081238e+006	(5.16508371386065e-002dB,-1.22320426407861e+001°)
1.23310483322890e+006	(5.18960481610017e-002dB,-1.22605204899359e+001°)
1.23594743344450e+006	(5.21423500249354e-002dB,-1.22890659127143e+001°)
1.23879658653036e+006	(5.23897473851192e-002dB,-1.23176790780522e+001°)
1.24165230759240e+006	(5.26382449141885e-002dB,-1.23463601553585e+001°)
1.24451461177138e+006	(5.28878473027899e-002dB,-1.23751093145224e+001°)
1.24738351424294e+006	(5.31385592596055e-002dB,-1.24039267259149e+001°)
1.25025903021771e+006	(5.33903855114760e-002dB,-1.24328125603905e+001°)
1.25314117494141e+006	(5.36433308033039e-002dB,-1.24617669892886e+001°)
1.25602996369487e+006	(5.38973998982692e-002dB,-1.24907901844360e+001°)
1.25892541179416e+006	(5.41525975777780e-002dB,-1.25198823181478e+001°)
1.26182753459066e+006	(5.44089286415073e-002dB,-1.25490435632295e+001°)
1.26473634747114e+006	(5.46663979075454e-002dB,-1.25782740929790e+001°)
1.26765186585784e+006	(5.49250102123254e-002dB,-1.26075740811879e+001°)
1.27057410520853e+006	(5.51847704107560e-002dB,-1.26369437021435e+001°)
1.27350308101665e+006	(5.54456833762309e-002dB,-1.26663831306305e+001°)
1.27643880881134e+006	(5.57077540007083e-002dB,-1.26958925419328e+001°)
1.27938130415752e+006	(5.59709871947280e-002dB,-1.27254721118355e+001°)
1.28233058265601e+006	(5.62353878874706e-002dB,-1.27551220166262e+001°)
1.28528665994361e+006	(5.65009610268177e-002dB,-1.27848424330972e+001°)
1.28824955169313e+006	(5.67677115793854e-002dB,-1.28146335385473e+001°)
1.29121927361353e+006	(5.70356445305958e-002dB,-1.28444955107834e+001°)
1.29419584144998e+006	(5.73047648846844e-002dB,-1.28744285281226e+001°)
1.29717927098395e+006	(5.75750776648275e-002dB,-1.29044327693937e+001°)
1.30016957803328e+006	(5.78465879130375e-002dB,-1.29345084139394e+001°)
1.30316677845229e+006	(5.81193006904050e-002dB,-1.29646556416179e+001°)
1.30617088813183e+006	(5.83932210770027e-002dB,-1.29948746328050e+001°)
1.30918192299940e+006	(5.86683541720116e-002dB,-1.30251655683955e+001°)
1.31219989901919e+006	(5.89447050936890e-002dB,-1.30555286298058e+001°)
1.31522483219223e+006	(5.92222789795122e-002dB,-1.30859639989751e+001°)
1.31825673855640e+006	(5.95010809861293e-002dB,-1.31164718583676e+001°)
1.32129563418657e+006	(5.97811162895287e-002dB,-1.31470523909747e+001°)
1.32434153519466e+006	(6.00623900849505e-002dB,-1.31777057803163e+001°)
1.32739445772973e+006	(6.03449075869786e-002dB,-1.32084322104430e+001°)
1.33045441797808e+006	(6.06286740296705e-002dB,-1.32392318659382e+001°)
1.33352143216331e+006	(6.09136946665076e-002dB,-1.32701049319201e+001°)
1.33659551654643e+006	(6.11999747704556e-002dB,-1.33010515940429e+001°)
1.33967668742593e+006	(6.14875196340298e-002dB,-1.33320720384999e+001°)
1.34276496113785e+006	(6.17763345693129e-002dB,-1.33631664520245e+001°)
1.34586035405594e+006	(6.20664249080609e-002dB,-1.33943350218926e+001°)
1.34896288259164e+006	(6.23577960017065e-002dB,-1.34255779359246e+001°)
1.35207256319427e+006	(6.26504532214139e-002dB,-1.34568953824875e+001°)
1.35518941235103e+006	(6.29444019580721e-002dB,-1.34882875504965e+001°)
1.35831344658714e+006	(6.32396476224280e-002dB,-1.35197546294172e+001°)
1.36144468246594e+006	(6.35361956450585e-002dB,-1.35512968092680e+001°)
1.36458313658891e+006	(6.38340514764612e-002dB,-1.35829142806214e+001°)
1.36772882559584e+006	(6.41332205870939e-002dB,-1.36146072346067e+001°)
1.37088176616484e+006	(6.44337084673664e-002dB,-1.36463758629118e+001°)
1.37404197501250e+006	(6.47355206277555e-002dB,-1.36782203577852e+001°)
1.37720946889394e+006	(6.50386625988117e-002dB,-1.37101409120381e+001°)
1.38038426460287e+006	(6.53431399312006e-002dB,-1.37421377190466e+001°)
1.38356637897177e+006	(6.56489581957178e-002dB,-1.37742109727536e+001°)
1.38675582887188e+006	(6.59561229834260e-002dB,-1.38063608676710e+001°)
1.38995263121334e+006	(6.62646399055635e-002dB,-1.38385875988818e+001°)
1.39315680294529e+006	(6.65745145937373e-002dB,-1.38708913620423e+001°)
1.39636836105593e+006	(6.68857526997950e-002dB,-1.39032723533842e+001°)
1.39958732257261e+006	(6.71983598960522e-002dB,-1.39357307697165e+001°)
1.40281370456195e+006	(6.75123418751676e-002dB,-1.39682668084279e+001°)
1.40604752412990e+006	(6.78277043502537e-002dB,-1.40008806674890e+001°)
1.40928879842186e+006	(6.81444530549494e-002dB,-1.40335725454543e+001°)
1.41253754462274e+006	(6.84625937433918e-002dB,-1.40663426414644e+001°)
1.41579377995707e+006	(6.87821321903214e-002dB,-1.40991911552483e+001°)
1.41905752168908e+006	(6.91030741910829e-002dB,-1.41321182871254e+001°)
1.42232878712281e+006	(6.94254255616704e-002dB,-1.41651242380081e+001°)
1.42560759360218e+006	(6.97491921387511e-002dB,-1.41982092094035e+001°)
1.42889395851109e+006	(7.00743797797197e-002dB,-1.42313734034159e+001°)
1.43218789927353e+006	(7.04009943627719e-002dB,-1.42646170227492e+001°)
1.43548943335364e+006	(7.07290417868496e-002dB,-1.42979402707088e+001°)
1.43879857825583e+006	(7.10585279717978e-002dB,-1.43313433512043e+001°)
1.44211535152486e+006	(7.13894588582703e-002dB,-1.43648264687510e+001°)
1.44543977074591e+006	(7.17218404079124e-002dB,-1.43983898284734e+001°)
1.44877185354475e+006	(7.20556786032553e-002dB,-1.44320336361061e+001°)
1.45211161758773e+006	(7.23909794478163e-002dB,-1.44657580979972e+001°)
1.45545908058195e+006	(7.27277489661802e-002dB,-1.44995634211101e+001°)
1.45881426027533e+006	(7.30659932039315e-002dB,-1.45334498130259e+001°)
1.46217717445670e+006	(7.34057182277848e-002dB,-1.45674174819457e+001°)
1.46554784095590e+006	(7.37469301255952e-002dB,-1.46014666366933e+001°)
1.46892627764385e+006	(7.40896350062805e-002dB,-1.46355974867168e+001°)
1.47231250243270e+006	(7.44338390000433e-002dB,-1.46698102420919e+001°)
1.47570653327588e+006	(7.47795482582488e-002dB,-1.47041051135234e+001°)
1.47910838816819e+006	(7.51267689535671e-002dB,-1.47384823123484e+001°)
1.48251808514594e+006	(7.54755072799150e-002dB,-1.47729420505380e+001°)
1.48593564228699e+006	(7.58257694525735e-002dB,-1.48074845407002e+001°)
1.48936107771090e+006	(7.61775617080896e-002dB,-1.48421099960821e+001°)
1.49279440957898e+006	(7.65308903044598e-002dB,-1.48768186305723e+001°)
1.49623565609442e+006	(7.68857615210781e-002dB,-1.49116106587037e+001°)
1.49968483550236e+006	(7.72421816587356e-002dB,-1.49464862956552e+001°)
1.50314196609001e+006	(7.76001570397517e-002dB,-1.49814457572553e+001°)
1.50660706618673e+006	(7.79596940078741e-002dB,-1.50164892599833e+001°)
1.51008015416413e+006	(7.83207989284119e-002dB,-1.50516170209730e+001°)
1.51356124843619e+006	(7.86834781882343e-002dB,-1.50868292580142e+001°)
1.51705036745932e+006	(7.90477381957645e-002dB,-1.51221261895560e+001°)
1.52054752973248e+006	(7.94135853810140e-002dB,-1.51575080347087e+001°)
1.52405275379728e+006	(7.97810261956510e-002dB,-1.51929750132469e+001°)
1.52756605823806e+006	(8.01500671129907e-002dB,-1.52285273456116e+001°)
1.53108746168201e+006	(8.05207146279981e-002dB,-1.52641652529130e+001°)
1.53461698279928e+006	(8.08929752573874e-002dB,-1.52998889569331e+001°)
1.53815464030302e+006	(8.12668555395457e-002dB,-1.53356986801281e+001°)
1.54170045294954e+006	(8.16423620346328e-002dB,-1.53715946456311e+001°)
1.54525443953840e+006	(8.20195013245902e-002dB,-1.54075770772550e+001°)
1.54881661891246e+006	(8.23982800130856e-002dB,-1.54436461994944e+001°)
1.55238700995807e+006	(8.27787047257119e-002dB,-1.54798022375292e+001°)
1.55596563160506e+006	(8.31607821097891e-002dB,-1.55160454172264e+001°)
1.55955250282694e+006	(8.35445188345094e-002dB,-1.55523759651432e+001°)
1.56314764264094e+006	(8.39299215909635e-002dB,-1.55887941085296e+001°)
1.56675107010813e+006	(8.43169970920915e-002dB,-1.56253000753312e+001°)
1.57036280433354e+006	(8.47057520727819e-002dB,-1.56618940941914e+001°)
1.57398286446620e+006	(8.50961932897993e-002dB,-1.56985763944550e+001°)
1.57761126969933e+006	(8.54883275218677e-002dB,-1.57353472061700e+001°)
1.58124803927037e+006	(8.58821615696443e-002dB,-1.57722067600909e+001°)
1.58489319246110e+006	(8.62777022558231e-002dB,-1.58091552876814e+001°)
1.58854674859776e+006	(8.66749564249537e-002dB,-1.58461930211169e+001°)
1.59220872705115e+006	(8.70739309436784e-002dB,-1.58833201932876e+001°)
1.59587914723671e+006	(8.74746327006027e-002dB,-1.59205370378009e+001°)
1.59955802861465e+006	(8.78770686063981e-002dB,-1.59578437889849e+001°)
1.60324539069002e+006	(8.82812455936457e-002dB,-1.59952406818903e+001°)
1.60694125301286e+006	(8.86871706171237e-002dB,-1.60327279522939e+001°)
1.61064563517825e+006	(8.90948506535078e-002dB,-1.60703058367012e+001°)
1.61435855682647e+006	(8.95042927016491e-002dB,-1.61079745723493e+001°)
1.61808003764305e+006	(8.99155037824038e-002dB,-1.61457343972098e+001°)
1.62181009735891e+006	(9.03284909386569e-002dB,-1.61835855499915e+001°)
1.62554875575046e+006	(9.07432612354320e-002dB,-1.62215282701436e+001°)
1.62929603263970e+006	(9.11598217598219e-002dB,-1.62595627978586e+001°)
1.63305194789431e+006	(9.15781796210177e-002dB,-1.62976893740747e+001°)
1.63681652142779e+006	(9.19983419502193e-002dB,-1.63359082404793e+001°)
1.64058977319952e+006	(9.24203159007838e-002dB,-1.63742196395119e+001°)
1.64437172321491e+006	(9.28441086481712e-002dB,-1.64126238143668e+001°)
1.64816239152549e+006	(9.32697273898635e-002dB,-1.64511210089962e+001°)
1.65196179822899e+006	(9.36971793454959e-002dB,-1.64897114681134e+001°)
1.65576996346951e+006	(9.41264717567517e-002dB,-1.65283954371954e+001°)
1.65958690743754e+006	(9.45576118874482e-002dB,-1.65671731624862e+001°)
1.66341265037015e+006	(9.49906070234258e-002dB,-1.66060448909999e+001°)
1.66724721255104e+006	(9.54254644726348e-002dB,-1.66450108705235e+001°)
1.67109061431069e+006	(9.58621915650798e-002dB,-1.66840713496202e+001°)
1.67494287602642e+006	(9.63007956528797e-002dB,-1.67232265776324e+001°)
1.67880401812254e+006	(9.67412841101586e-002dB,-1.67624768046845e+001°)
1.68267406107045e+006	(9.71836643331049e-002dB,-1.68018222816867e+001°)
1.68655302538872e+006	(9.76279437399556e-002dB,-1.68412632603373e+001°)
1.69044093164324e+006	(9.80741297709892e-002dB,-1.68807999931267e+001°)
1.69433780044731e+006	(9.85222298884550e-002dB,-1.69204327333396e+001°)
1.69824365246172e+006	(9.89722515766636e-002dB,-1.69601617350589e+001°)
1.70215850839493e+006	(9.94242023418800e-002dB,-1.69999872531688e+001°)
1.70608238900310e+006	(9.98780897123561e-002dB,-1.70399095433575e+001°)
1.71001531509027e+006	(1.00333921238310e-001dB,-1.70799288621210e+001°)
1.71395730750840e+006	(1.00791704491876e-001dB,-1.71200454667660e+001°)
1.71790838715757e+006	(1.01251447067168e-001dB,-1.71602596154133e+001°)
1.72186857498598e+006	(1.01713156580137e-001dB,-1.72005715670008e+001°)
1.72583789199018e+006	(1.02176840668636e-001dB,-1.72409815812871e+001°)
1.72981635921508e+006	(1.02642506992424e-001dB,-1.72814899188547e+001°)
1.73380399775411e+006	(1.03110163233032e-001dB,-1.73220968411130e+001°)
1.73780082874935e+006	(1.03579817093841e-001dB,-1.73628026103020e+001°)
1.74180687339159e+006	(1.04051476299997e-001dB,-1.74036074894956e+001°)
1.74582215292048e+006	(1.04525148598416e-001dB,-1.74445117426047e+001°)
1.74984668862463e+006	(1.05000841757763e-001dB,-1.74855156343806e+001°)
1.75388050184174e+006	(1.05478563568364e-001dB,-1.75266194304189e+001°)
1.75792361395867e+006	(1.05958321842228e-001dB,-1.75678233971619e+001°)
1.76197604641160e+006	(1.06440124413012e-001dB,-1.76091278019032e+001°)
1.76603782068614e+006	(1.06923979135953e-001dB,-1.76505329127900e+001°)
1.77010895831740e+006	(1.07409893887882e-001dB,-1.76920389988275e+001°)
1.77418948089014e+006	(1.07897876567155e-001dB,-1.77336463298816e+001°)
1.77827941003890e+006	(1.08387935093569e-001dB,-1.77753551766829e+001°)
1.78237876744806e+006	(1.08880077408441e-001dB,-1.78171658108299e+001°)
1.78648757485203e+006	(1.09374311474438e-001dB,-1.78590785047925e+001°)
1.79060585403527e+006	(1.09870645275652e-001dB,-1.79010935319161e+001°)
1.79473362683250e+006	(1.10369086817463e-001dB,-1.79432111664240e+001°)
1.79887091512876e+006	(1.10869644126512e-001dB,-1.79854316834220e+001°)
1.80301774085954e+006	(1.11372325250721e-001dB,-1.80277553589018e+001°)
1.80717412601090e+006	(1.11877138259119e-001dB,-1.80701824697438e+001°)
1.81134009261958e+006	(1.12384091241949e-001dB,-1.81127132937219e+001°)
1.81551566277311e+006	(1.12893192310498e-001dB,-1.81553481095061e+001°)
1.81970085860996e+006	(1.13404449597035e-001dB,-1.81980871966668e+001°)
1.82389570231961e+006	(1.13917871254870e-001dB,-1.82409308356781e+001°)
1.82810021614272e+006	(1.14433465458171e-001dB,-1.82838793079216e+001°)
1.83231442237118e+006	(1.14951240401969e-001dB,-1.83269328956901e+001°)
1.83653834334832e+006	(1.15471204302132e-001dB,-1.83700918821913e+001°)
1.84077200146893e+006	(1.15993365395189e-001dB,-1.84133565515515e+001°)
1.84501541917945e+006	(1.16517731938396e-001dB,-1.84567271888193e+001°)
1.84926861897805e+006	(1.17044312209567e-001dB,-1.85002040799694e+001°)
1.85353162341478e+006	(1.17573114507092e-001dB,-1.85437875119066e+001°)
1.85780445509167e+006	(1.18104147149803e-001dB,-1.85874777724691e+001°)
1.86208713666284e+006	(1.18637418476913e-001dB,-1.86312751504328e+001°)
1.86637969083464e+006	(1.19172936847962e-001dB,-1.86751799355146e+001°)
1.87068214036577e+006	(1.19710710642780e-001dB,-1.87191924183771e+001°)
1.87499450806739e+006	(1.20250748261316e-001dB,-1.87633128906313e+001°)
1.87931681680324e+006	(1.20793058123615e-001dB,-1.88075416448417e+001°)
1.88364908948977e+006	(1.21337648669756e-001dB,-1.88518789745291e+001°)
1.88799134909626e+006	(1.21884528359722e-001dB,-1.88963251741753e+001°)
1.89234361864495e+006	(1.22433705673352e-001dB,-1.89408805392267e+001°)
1.89670592121112e+006	(1.22985189110266e-001dB,-1.89855453660983e+001°)
1.90107827992327e+006	(1.23538987189687e-001dB,-1.90303199521777e+001°)
1.90546071796322e+006	(1.24095108450500e-001dB,-1.90752045958289e+001°)
1.90985325856621e+006	(1.24653561451000e-001dB,-1.91201995963966e+001°)
1.91425592502105e+006	(1.25214354768896e-001dB,-1.91653052542102e+001°)
1.91866874067026e+006	(1.25777497001241e-001dB,-1.92105218705874e+001°)
1.92309172891013e+006	(1.26342996764182e-001dB,-1.92558497478390e+001°)
1.92752491319090e+006	(1.26910862693101e-001dB,-1.93012891892722e+001°)
1.93196831701689e+006	(1.27481103442192e-001dB,-1.93468404991953e+001°)
1.93642196394658e+006	(1.28053727684679e-001dB,-1.93925039829214e+001°)
1.94088587759275e+006	(1.28628744112503e-001dB,-1.94382799467730e+001°)
1.94536008162263e+006	(1.29206161436261e-001dB,-1.94841686980854e+001°)
1.94984459975801e+006	(1.29785988385130e-001dB,-1.95301705452117e+001°)
1.95433945577536e+006	(1.30368233706706e-001dB,-1.95762857975265e+001°)
1.95884467350596e+006	(1.30952906166920e-001dB,-1.96225147654303e+001°)
1.96336027683601e+006	(1.31540014549888e-001dB,-1.96688577603536e+001°)
1.96788628970681e+006	(1.32129567657801e-001dB,-1.97153150947611e+001°)
1.97242273611482e+006	(1.32721574310839e-001dB,-1.97618870821561e+001°)
1.97696964011183e+006	(1.33316043346966e-001dB,-1.98085740370849e+001°)
1.98152702580506e+006	(1.33912983621871e-001dB,-1.98553762751408e+001°)
1.98609491735734e+006	(1.34512404008789e-001dB,-1.99022941129686e+001°)
1.99067333898715e+006	(1.35114313398396e-001dB,-1.99493278682690e+001°)
1.99526231496885e+006	(1.35718720698647e-001dB,-1.99964778598025e+001°)
1.99986186963271e+006	(1.36325634834696e-001dB,-2.00437444073947e+001°)
2.00447202736513e+006	(1.36935064748621e-001dB,-2.00911278319397e+001°)
2.00909281260869e+006	(1.37547019399459e-001dB,-2.01386284554051e+001°)
2.01372424986235e+006	(1.38161507762908e-001dB,-2.01862466008363e+001°)
2.01836636368153e+006	(1.38778538831231e-001dB,-2.02339825923610e+001°)
2.02301917867824e+006	(1.39398121613139e-001dB,-2.02818367551935e+001°)
2.02768271952125e+006	(1.40020265133549e-001dB,-2.03298094156393e+001°)
2.03235701093619e+006	(1.40644978433505e-001dB,-2.03779009010999e+001°)
2.03704207770568e+006	(1.41272270570000e-001dB,-2.04261115400766e+001°)
2.04173794466949e+006	(1.41902150615747e-001dB,-2.04744416621759e+001°)
2.04644463672464e+006	(1.42534627659114e-001dB,-2.05228915981136e+001°)
2.05116217882553e+006	(1.43169710803864e-001dB,-2.05714616797193e+001°)
2.05589059598411e+006	(1.43807409169045e-001dB,-2.06201522399414e+001°)
2.06062991326996e+006	(1.44447731888744e-001dB,-2.06689636128515e+001°)
2.06538015581049e+006	(1.45090688111970e-001dB,-2.07178961336488e+001°)
2.07014134879100e+006	(1.45736287002459e-001dB,-2.07669501386655e+001°)
2.07491351745487e+006	(1.46384537738461e-001dB,-2.08161259653706e+001°)
2.07969668710366e+006	(1.47035449512572e-001dB,-2.08654239523754e+001°)
2.08449088309725e+006	(1.47689031531497e-001dB,-2.09148444394375e+001°)
2.08929613085400e+006	(1.48345293015982e-001dB,-2.09643877674664e+001°)
2.09411245585085e+006	(1.49004243200429e-001dB,-2.10140542785273e+001°)
2.09893988362349e+006	(1.49665891332853e-001dB,-2.10638443158468e+001°)
2.10377843976644e+006	(1.50330246674561e-001dB,-2.11137582238171e+001°)
2.10862814993325e+006	(1.50997318500052e-001dB,-2.11637963480010e+001°)
2.11348903983661e+006	(1.51667116096681e-001dB,-2.12139590351370e+001°)
2.11836113524846e+006	(1.52339648764579e-001dB,-2.12642466331438e+001°)
2.12324446200018e+006	(1.53014925816285e-001dB,-2.13146594911253e+001°)
2.12813904598267e+006	(1.53692956576645e-001dB,-2.13651979593757e+001°)
2.13304491314654e+006	(1.54373750382529e-001dB,-2.14158623893843e+001°)
2.13796208950219e+006	(1.55057316582633e-001dB,-2.14666531338404e+001°)
2.14289060112002e+006	(1.55743664537182e-001dB,-2.15175705466383e+001°)
2.14783047413049e+006	(1.56432803617743e-001dB,-2.15686149828825e+001°)
2.15278173472433e+006	(1.57124743207002e-001dB,-2.16197867988923e+001°)
2.15774440915263e+006	(1.57819492698443e-001dB,-2.16710863522072e+001°)
2.16271852372698e+006	(1.58517061496184e-001dB,-2.17225140015918e+001°)
2.16770410481965e+006	(1.59217459014668e-001dB,-2.17740701070412e+001°)
2.17270117886370e+006	(1.59920694678417e-001dB,-2.18257550297854e+001°)
2.17770977235312e+006	(1.60626777921796e-001dB,-2.18775691322950e+001°)
2.18272991184296e+006	(1.61335718188681e-001dB,-2.19295127782861e+001°)
2.18776162394951e+006	(1.62047524932316e-001dB,-2.19815863327258e+001°)
2.19280493535041e+006	(1.62762207614861e-001dB,-2.20337901618368e+001°)
2.19785987278478e+006	(1.63479775707307e-001dB,-2.20861246331031e+001°)
2.20292646305341e+006	(1.64200238689068e-001dB,-2.21385901152750e+001°)
2.20800473301886e+006	(1.64923606047672e-001dB,-2.21911869783743e+001°)
2.21309470960559e+006	(1.65649887278618e-001dB,-2.22439155936997e+001°)
2.21819641980018e+006	(1.66379091884953e-001dB,-2.22967763338321e+001°)
2.22330989065136e+006	(1.67111229377002e-001dB,-2.23497695726398e+001°)
2.22843514927026e+006	(1.67846309272089e-001dB,-2.24028956852837e+001°)
2.23357222283049e+006	(1.68584341094228e-001dB,-2.24561550482232e+001°)
2.23872113856830e+006	(1.69325334373744e-001dB,-2.25095480392208e+001°)
2.24388192378272e+006	(1.70069298647095e-001dB,-2.25630750373480e+001°)
2.24905460583574e+006	(1.70816243456385e-001dB,-2.26167364229906e+001°)
2.25423921215238e+006	(1.71566178349183e-001dB,-2.26705325778542e+001°)
2.25943577022093e+006	(1.72319112878098e-001dB,-2.27244638849694e+001°)
2.26464430759301e+006	(1.73075056600469e-001dB,-2.27785307286975e+001°)
2.26986485188378e+006	(1.73834019078061e-001dB,-2.28327334947359e+001°)
2.27509743077203e+006	(1.74596009876667e-001dB,-2.28870725701238e+001°)
